cpd	charge	triage	groups	n_anionic_sites
cpd00557	-8	NEED_EXPLICIT	carboxylate	8
cpd00558	4	BORDERLINE	ammonium	0
cpd00559	0	IMPLICIT_OK		0
cpd00560	0	IMPLICIT_OK		0
cpd00561	0	IMPLICIT_OK		0
cpd00562	0	IMPLICIT_OK		0
cpd00563	1	BORDERLINE	aromatic_N+	0
cpd00564	-1	BORDERLINE	phenolate	1
cpd00565	0	IMPLICIT_OK		0
cpd00566	0	IMPLICIT_OK		0
cpd00567	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00568	0	IMPLICIT_OK		0
cpd00569	0	IMPLICIT_OK		0
cpd00570	0	IMPLICIT_OK		0
cpd00571	-2	NEED_EXPLICIT	carboxylate	2
cpd00572	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00573	-1	NEED_EXPLICIT	carboxylate	1
cpd00574	0	IMPLICIT_OK		0
cpd00575	-1	NEED_EXPLICIT	carboxylate	1
cpd00576	0	IMPLICIT_OK		0
cpd00577	-1	NEED_EXPLICIT	carboxylate	1
cpd00578	0	IMPLICIT_OK		0
cpd00579	1	BORDERLINE	ammonium	0
cpd00580	1	BORDERLINE	ammonium	0
cpd00581	-1	NEED_EXPLICIT	carboxylate	1
cpd00582	0	IMPLICIT_OK		0
cpd00583	1	BORDERLINE	ammonium	0
cpd00584	-2	NEED_EXPLICIT	phosphate	2
cpd00585	0	IMPLICIT_OK		0
cpd00586	1	NEED_EXPLICIT	carboxylate;guanidinium;ammonium	1
cpd00587	-1	NEED_EXPLICIT	carboxylate;thiolate;ammonium	2
cpd00588	0	IMPLICIT_OK		0
cpd00589	0	IMPLICIT_OK		0
cpd00590	-2	BORDERLINE	phenolate	2
cpd00591	1	BORDERLINE	ammonium	0
cpd00592	-4	NEED_EXPLICIT	phosphate	4
cpd00593	0	IMPLICIT_OK		0
cpd00594	-1	NEED_EXPLICIT	carboxylate	1
cpd00596	-1	NEED_EXPLICIT	carboxylate	1
cpd00597	-1	NEED_EXPLICIT	carboxylate	1
cpd00598	-1	NEED_EXPLICIT	carboxylate	1
cpd00599	-1	NEED_EXPLICIT	carboxylate	1
cpd00601	0	IMPLICIT_OK		0
cpd00602	0	IMPLICIT_OK		0
cpd00604	-1	NEED_EXPLICIT	carboxylate	1
cpd00605	-2	BORDERLINE	phenolate	2
cpd00606	-1	BORDERLINE	phenolate	1
cpd00607	-2	NEED_EXPLICIT	carboxylate	2
cpd00608	-1	NEED_EXPLICIT	carboxylate	1
cpd00610	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00611	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00612	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00613	0	IMPLICIT_OK		0
cpd00614	0	IMPLICIT_OK		0
cpd00615	5	BORDERLINE	ammonium	0
cpd00616	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00617	-4	NEED_EXPLICIT	phosphate	4
cpd00618	0	IMPLICIT_OK		0
cpd00619	-2	NEED_EXPLICIT	carboxylate	2
cpd00620	0	IMPLICIT_OK		0
cpd00621	5	BORDERLINE	ammonium	0
cpd00622	0	IMPLICIT_OK		0
cpd00623	1	BORDERLINE	ammonium	0
cpd00624	2	BORDERLINE	guanidinium	0
cpd00625	0	IMPLICIT_OK		0
cpd00626	-2	NEED_EXPLICIT	phosphate	2
cpd00627	0	IMPLICIT_OK		0
cpd00628	0	IMPLICIT_OK		0
cpd00629	-4	NEED_EXPLICIT	phosphate	4
cpd00630	-2	NEED_EXPLICIT	carboxylate	2
cpd00631	-1	NEED_EXPLICIT	carboxylate;phenolate;aromatic_N+	2
cpd00632	0	IMPLICIT_OK		0
cpd00633	0	IMPLICIT_OK		0
cpd00634	-1	NEED_EXPLICIT	carboxylate	1
cpd00635	1	NEED_EXPLICIT	phosphate	1
cpd00636	0	IMPLICIT_OK		0
cpd00637	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00638	-2	NEED_EXPLICIT	phosphate;carboxylate;aromatic_N+	3
cpd00639	-1	BORDERLINE	phenolate	1
cpd00640	-1	NEED_EXPLICIT	carboxylate	1
cpd00641	1	BORDERLINE	ammonium	0
cpd00642	0	IMPLICIT_OK		0
cpd00643	-4	NEED_EXPLICIT	carboxylate;ammonium	5
cpd00644	-1	NEED_EXPLICIT	carboxylate	1
cpd00645	-1	NEED_EXPLICIT	carboxylate	1
cpd00646	0	IMPLICIT_OK		1
cpd00647	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00648	1	NEED_EXPLICIT	carboxylate;guanidinium;ammonium;aromatic_N+	2
cpd00649	-4	NEED_EXPLICIT	phosphate;carboxylate	4
cpd00650	-4	NEED_EXPLICIT	phosphate	4
cpd00651	-1	NEED_EXPLICIT	carboxylate	1
cpd00652	-2	NEED_EXPLICIT	carboxylate	2
cpd00653	-1	NEED_EXPLICIT	carboxylate	1
cpd00654	0	IMPLICIT_OK		0
cpd00655	-2	NEED_EXPLICIT	phosphate	2
cpd00656	0	IMPLICIT_OK		0
cpd00657	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00658	-2	NEED_EXPLICIT	carboxylate	2
cpd00659	0	IMPLICIT_OK		1
cpd00660	-4	NEED_EXPLICIT	phosphate	4
cpd00661	0	IMPLICIT_OK		0
cpd00662	0	IMPLICIT_OK		0
cpd00663	-4	NEED_EXPLICIT	phosphate	4
cpd00664	1	BORDERLINE	ammonium	0
cpd00665	0	IMPLICIT_OK		0
cpd00666	-2	NEED_EXPLICIT	carboxylate	2
cpd00667	0	IMPLICIT_OK		0
cpd00668	-1	NEED_EXPLICIT	carboxylate	1
cpd00669	-1	NEED_EXPLICIT	carboxylate	1
cpd00670	0	IMPLICIT_OK		0
cpd00671	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00672	-1	NEED_EXPLICIT	carboxylate	1
cpd00673	0	IMPLICIT_OK		0
cpd00674	5	BORDERLINE	ammonium	0
cpd00675	-1	NEED_EXPLICIT	carboxylate	1
cpd00677	0	IMPLICIT_OK		0
cpd00678	2	BORDERLINE	aromatic_N+	0
cpd00679	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00680	0	IMPLICIT_OK		1
cpd00681	0	NEED_EXPLICIT	sulfonate;sulfate;ammonium	1
cpd00682	-5	NEED_EXPLICIT	phosphate;carboxylate;ammonium	6
cpd00683	-1	NEED_EXPLICIT	carboxylate	1
cpd00684	-2	NEED_EXPLICIT	carboxylate	2
cpd00687	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00688	0	IMPLICIT_OK		0
cpd00689	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00690	1	BORDERLINE	ammonium	0
cpd00691	-2	NEED_EXPLICIT	phosphate	2
cpd00693	0	IMPLICIT_OK		0
cpd00694	0	IMPLICIT_OK		0
cpd00695	-1	NEED_EXPLICIT	carboxylate	1
cpd00696	-1	NEED_EXPLICIT	phosphate	1
cpd00697	-1	NEED_EXPLICIT	phosphate	1
cpd00698	-1	NEED_EXPLICIT	phosphate	1
cpd00699	-1	NEED_EXPLICIT	carboxylate	1
cpd00700	-2	NEED_EXPLICIT	phosphate	2
cpd00701	0	IMPLICIT_OK		0
cpd00702	0	IMPLICIT_OK		0
cpd00703	-1	NEED_EXPLICIT	carboxylate	1
cpd00704	0	IMPLICIT_OK		0
cpd00705	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00706	-1	NEED_EXPLICIT	carboxylate	1
cpd00707	-1	NEED_EXPLICIT	carboxylate	1
cpd00708	0	IMPLICIT_OK		0
cpd00709	0	IMPLICIT_OK		0
cpd00711	0	IMPLICIT_OK		0
cpd00712	-1	NEED_EXPLICIT	carboxylate	1
cpd00713	-1	NEED_EXPLICIT	phosphate	1
cpd00714	0	IMPLICIT_OK		0
cpd00715	0	IMPLICIT_OK		0
cpd00717	0	IMPLICIT_OK		0
cpd00718	-2	NEED_EXPLICIT	carboxylate	2
cpd00719	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00720	1	BORDERLINE	ammonium	0
cpd00721	0	IMPLICIT_OK		0
cpd00722	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00723	0	IMPLICIT_OK		0
cpd00724	0	IMPLICIT_OK		0
cpd00726	2	BORDERLINE	ammonium	0
cpd00727	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00728	-1	NEED_EXPLICIT	carboxylate	1
cpd00729	1	BORDERLINE	ammonium	0
cpd00730	2	NEED_EXPLICIT	phosphate	1
cpd00731	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00732	-2	NEED_EXPLICIT	carboxylate	2
cpd00735	-5	NEED_EXPLICIT	carboxylate	5
cpd00736	-2	NEED_EXPLICIT	phosphate	2
cpd00737	0	NEED_EXPLICIT	carboxylate;aromatic_N+	1
cpd00738	-2	NEED_EXPLICIT	phosphate;carboxylate;ammonium	3
cpd00739	0	IMPLICIT_OK		0
cpd00740	1	IMPLICIT_OK		0
cpd00741	-2	NEED_EXPLICIT	phosphate	2
cpd00742	-1	NEED_EXPLICIT	carboxylate	1
cpd00743	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00744	0	IMPLICIT_OK		0
cpd00745	-1	NEED_EXPLICIT	carboxylate	1
cpd00746	0	IMPLICIT_OK		0
cpd00747	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00749	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00750	0	IMPLICIT_OK		0
cpd00751	0	IMPLICIT_OK		0
cpd00752	-1	NEED_EXPLICIT	carboxylate	1
cpd00754	3	BORDERLINE	guanidinium;ammonium	0
cpd00755	-8	NEED_EXPLICIT	carboxylate	8
cpd00756	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00757	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00758	2	BORDERLINE	ammonium	0
cpd00759	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00760	-4	NEED_EXPLICIT	phosphate	4
cpd00761	0	IMPLICIT_OK		0
cpd00762	0	NEED_EXPLICIT	carboxylate;guanidinium	1
cpd00763	-2	NEED_EXPLICIT	carboxylate	2
cpd00764	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00765	0	IMPLICIT_OK		0
cpd00766	0	IMPLICIT_OK		0
cpd00767	-2	NEED_EXPLICIT	carboxylate	2
cpd00768	-1	NEED_EXPLICIT	carboxylate	1
cpd00769	-2	NEED_EXPLICIT	carboxylate	2
cpd00770	-2	NEED_EXPLICIT	carboxylate	2
cpd00771	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00772	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00773	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00774	-8	NEED_EXPLICIT	carboxylate	8
cpd00775	-1	NEED_EXPLICIT	carboxylate	1
cpd00776	0	IMPLICIT_OK		0
cpd00777	1	BORDERLINE	ammonium	0
cpd00778	0	IMPLICIT_OK		0
cpd00779	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00780	-2	NEED_EXPLICIT	carboxylate	2
cpd00781	-1	NEED_EXPLICIT	carboxylate	1
cpd00782	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00784	-1	NEED_EXPLICIT	enolate	1
cpd00785	-1	NEED_EXPLICIT	sulfonate;sulfate	1
cpd00786	-2	NEED_EXPLICIT	phosphate	2
cpd00787	0	IMPLICIT_OK		0
cpd00788	-1	NEED_EXPLICIT	carboxylate	1
cpd00789	-1	NEED_EXPLICIT	sulfonate	1
cpd00790	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00791	-2	NEED_EXPLICIT	carboxylate	2
cpd00792	-4	NEED_EXPLICIT	phosphate;carboxylate	4
cpd00793	-1	NEED_EXPLICIT	phosphate;aromatic_N+	2
cpd00794	0	IMPLICIT_OK		0
cpd00795	-2	NEED_EXPLICIT	carboxylate	2
cpd00796	-2	NEED_EXPLICIT	carboxylate	2
cpd00797	-1	NEED_EXPLICIT	carboxylate	1
cpd00798	0	IMPLICIT_OK		0
cpd00799	1	BORDERLINE	ammonium	0
cpd00800	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00801	0	IMPLICIT_OK		0
cpd00802	-2	NEED_EXPLICIT	phosphate	2
cpd00803	-2	NEED_EXPLICIT	phosphate	2
cpd00804	-2	NEED_EXPLICIT	phosphate	2
cpd00805	-2	NEED_EXPLICIT	phosphate	2
cpd00806	-2	NEED_EXPLICIT	phosphate	2
cpd00807	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00808	-2	NEED_EXPLICIT	phosphate	2
cpd00809	-2	NEED_EXPLICIT	phosphate;carboxylate;ammonium	3
cpd00810	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00811	0	BORDERLINE	ammonium	1
cpd00812	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00813	0	IMPLICIT_OK		0
cpd00814	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00815	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00816	-1	NEED_EXPLICIT	carboxylate	1
cpd00817	-2	NEED_EXPLICIT	phosphate	2
cpd00818	-2	NEED_EXPLICIT	phosphate	2
cpd00819	0	IMPLICIT_OK		0
cpd00820	0	IMPLICIT_OK		0
cpd00822	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00823	0	IMPLICIT_OK		0
cpd00824	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00825	0	NEED_EXPLICIT	phosphate;guanidinium	2
cpd00826	0	IMPLICIT_OK		0
cpd00827	0	IMPLICIT_OK		0
cpd00828	0	IMPLICIT_OK		0
cpd00829	0	IMPLICIT_OK		0
cpd00830	-2	NEED_EXPLICIT	carboxylate	2
cpd00831	-2	NEED_EXPLICIT	phosphate	2
cpd00832	0	IMPLICIT_OK		0
cpd00833	-1	NEED_EXPLICIT	carboxylate	1
cpd00834	-2	NEED_EXPLICIT	phosphate	2
cpd00836	0	IMPLICIT_OK		0
cpd00837	2	BORDERLINE	ammonium	0
cpd00838	1	NEED_EXPLICIT	phosphate;guanidinium;ammonium	2
cpd00840	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00841	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00842	-4	NEED_EXPLICIT	phosphate	4
cpd00843	-1	NEED_EXPLICIT	carboxylate	1
cpd00844	0	IMPLICIT_OK		0
cpd00845	1	BORDERLINE	ammonium	0
cpd00847	-4	NEED_EXPLICIT	phosphate	4
cpd00848	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00849	-3	NEED_EXPLICIT	sulfonate;sulfate;phenolate	3
cpd00850	-4	NEED_EXPLICIT	sulfonate;sulfate;phenolate	4
cpd00851	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00852	0	IMPLICIT_OK		0
cpd00853	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00854	-1	NEED_EXPLICIT	carboxylate	1
cpd00855	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00856	-3	NEED_EXPLICIT	carboxylate	3
cpd00857	0	IMPLICIT_OK		0
cpd00858	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00859	-2	NEED_EXPLICIT	phosphate	2
cpd00860	-1	NEED_EXPLICIT	carboxylate	1
cpd00861	-2	NEED_EXPLICIT	phosphate	2
cpd00862	-2	NEED_EXPLICIT	phosphate	2
cpd00863	-2	NEED_EXPLICIT	phosphate	2
cpd00864	0	IMPLICIT_OK		0
cpd00865	0	IMPLICIT_OK		0
cpd00866	0	IMPLICIT_OK		0
cpd00867	-2	NEED_EXPLICIT	phosphate	2
cpd00868	-1	NEED_EXPLICIT	carboxylate	1
cpd00869	-1	NEED_EXPLICIT	carboxylate	1
cpd00870	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00871	-4	NEED_EXPLICIT	phosphate	4
cpd00872	0	BORDERLINE	ammonium	1
cpd00873	-2	NEED_EXPLICIT	phosphate;carboxylate;aromatic_N+	3
cpd00874	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00875	-1	NEED_EXPLICIT	carboxylate	1
cpd00876	-1	NEED_EXPLICIT	carboxylate	1
cpd00877	0	IMPLICIT_OK		0
cpd00879	-2	NEED_EXPLICIT	phosphate	2
cpd00880	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00881	-1	NEED_EXPLICIT	carboxylate	1
cpd00882	-1	NEED_EXPLICIT	carboxylate	1
cpd00884	-1	NEED_EXPLICIT	phosphate;carboxylate;guanidinium;ammonium	3
cpd00885	-12	NEED_EXPLICIT	phosphate	12
cpd00886	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00887	-1	NEED_EXPLICIT	carboxylate	1
cpd00888	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00890	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00891	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00892	1	BORDERLINE	ammonium	0
cpd00893	-2	NEED_EXPLICIT	carboxylate	2
cpd00894	-1	NEED_EXPLICIT	carboxylate	1
cpd00895	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00896	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00897	-2	NEED_EXPLICIT	phosphate	2
cpd00898	-4	NEED_EXPLICIT	phosphate	4
cpd00899	1	NEED_EXPLICIT	phosphate;guanidinium;ammonium	2
cpd00900	-2	NEED_EXPLICIT	phosphate	2
cpd00901	1	IMPLICIT_OK		0
cpd00902	-1	NEED_EXPLICIT	phosphate	1
cpd00903	-1	NEED_EXPLICIT	carboxylate	1
cpd00904	0	IMPLICIT_OK		0
cpd00905	-5	NEED_EXPLICIT	phosphate	5
cpd00906	-2	NEED_EXPLICIT	phosphate	2
cpd00908	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd00909	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00910	0	IMPLICIT_OK		0
cpd00911	-2	NEED_EXPLICIT	phosphate	2
cpd00912	0	IMPLICIT_OK		0
cpd00914	-6	NEED_EXPLICIT	phosphate	6
cpd00915	-1	NEED_EXPLICIT	carboxylate	1
cpd00916	-6	NEED_EXPLICIT	phosphate	6
cpd00917	-1	IMPLICIT_OK		0
cpd00918	-1	NEED_EXPLICIT	carboxylate	1
cpd00919	-3	NEED_EXPLICIT	carboxylate	3
cpd00920	-1	NEED_EXPLICIT	carboxylate	1
cpd00921	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00922	-1	NEED_EXPLICIT	carboxylate	1
cpd00923	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00924	-4	NEED_EXPLICIT	phosphate	4
cpd00925	-4	NEED_EXPLICIT	phosphate	4
cpd00926	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00927	0	IMPLICIT_OK		0
cpd00928	0	IMPLICIT_OK		0
cpd00929	1	NEED_EXPLICIT	phosphate;guanidinium;ammonium	2
cpd00930	-2	NEED_EXPLICIT	phosphate	2
cpd00931	-2	NEED_EXPLICIT	phosphate	2
cpd00932	-4	NEED_EXPLICIT	phosphate;carboxylate	4
cpd00933	-1	NEED_EXPLICIT	carboxylate	1
cpd00934	-8	NEED_EXPLICIT	phosphate	8
cpd00935	-1	NEED_EXPLICIT	carboxylate	1
cpd00936	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00937	-2	NEED_EXPLICIT	carboxylate	2
cpd00938	-2	NEED_EXPLICIT	carboxylate	2
cpd00939	0	IMPLICIT_OK		0
cpd00940	-1	NEED_EXPLICIT	phosphate;guanidinium;ammonium	4
cpd00942	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00943	-10	NEED_EXPLICIT	phosphate	10
cpd00944	-1	BORDERLINE	phenolate	1
cpd00945	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00946	-2	NEED_EXPLICIT	phosphate	2
cpd00948	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00949	-1	NEED_EXPLICIT	carboxylate	1
cpd00950	-1	NEED_EXPLICIT	phosphate;guanidinium	2
cpd00951	0	IMPLICIT_OK		0
cpd00952	1	BORDERLINE	ammonium	0
cpd00953	2	BORDERLINE	guanidinium;ammonium	0
cpd00954	0	IMPLICIT_OK		0
cpd00955	0	IMPLICIT_OK		0
cpd00956	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00957	-2	NEED_EXPLICIT	phosphate	2
cpd00958	-1	NEED_EXPLICIT	carboxylate	1
cpd00960	-1	NEED_EXPLICIT	carboxylate	1
cpd00961	-1	NEED_EXPLICIT	carboxylate	1
cpd00962	-1	NEED_EXPLICIT	carboxylate	1
cpd00963	0	IMPLICIT_OK		0
cpd00964	0	IMPLICIT_OK		0
cpd00965	0	IMPLICIT_OK		0
cpd00966	-1	IMPLICIT_OK		0
cpd00971	1	IMPLICIT_OK		0
cpd00972	-2	NEED_EXPLICIT	phosphate	2
cpd00973	0	NEED_EXPLICIT	carboxylate;guanidinium	1
cpd00976	-2	NEED_EXPLICIT	phosphate	2
cpd00977	-3	NEED_EXPLICIT	phosphate	3
cpd00978	-2	NEED_EXPLICIT	phosphate	2
cpd00979	-2	NEED_EXPLICIT	phosphate	2
cpd00980	-3	NEED_EXPLICIT	phosphate	3
cpd00981	0	IMPLICIT_OK		0
cpd00982	-2	NEED_EXPLICIT	phosphate	2
cpd00985	1	BORDERLINE	ammonium	0
cpd00986	-3	NEED_EXPLICIT	carboxylate	3
cpd00988	-2	NEED_EXPLICIT	phosphate	2
cpd00989	-2	NEED_EXPLICIT	phosphate	2
cpd00990	0	IMPLICIT_OK		0
cpd00991	0	IMPLICIT_OK		0
cpd00992	0	IMPLICIT_OK		0
cpd00994	0	IMPLICIT_OK		0
cpd00995	0	IMPLICIT_OK		0
cpd00996	-2	NEED_EXPLICIT	carboxylate	2
cpd00997	0	IMPLICIT_OK		0
cpd00998	0	IMPLICIT_OK		0
cpd00999	0	IMPLICIT_OK		0
cpd01000	0	IMPLICIT_OK		0
cpd01002	0	IMPLICIT_OK		0
cpd01003	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd01004	0	IMPLICIT_OK		0
cpd01005	2	BORDERLINE	guanidinium;ammonium	0
cpd01006	-1	NEED_EXPLICIT	carboxylate	1
cpd01007	0	IMPLICIT_OK		0
cpd01008	0	IMPLICIT_OK		0
cpd01009	-1	NEED_EXPLICIT	carboxylate	1
cpd01010	0	IMPLICIT_OK		0
cpd01011	0	IMPLICIT_OK		0
cpd01012	2	IMPLICIT_OK		0
cpd01013	0	IMPLICIT_OK		0
cpd01014	1	BORDERLINE	ammonium	0
cpd01015	-1	IMPLICIT_OK		1
cpd01016	0	IMPLICIT_OK		1
cpd01017	-1	NEED_EXPLICIT	carboxylate;thiolate;ammonium	2
cpd01018	0	NEED_EXPLICIT	carboxylate;ammonium	2
cpd01019	0	IMPLICIT_OK		0
cpd01020	-1	NEED_EXPLICIT	carboxylate	1
cpd01021	-2	NEED_EXPLICIT	carboxylate;ammonium	3
cpd01022	-1	NEED_EXPLICIT	carboxylate	1
cpd01023	0	IMPLICIT_OK		0
cpd01024	0	IMPLICIT_OK		0
cpd01025	4	BORDERLINE	ammonium	0
cpd01026	0	IMPLICIT_OK		0
cpd01027	-1	NEED_EXPLICIT	carboxylate	1
cpd01028	0	IMPLICIT_OK		0
cpd01029	0	IMPLICIT_OK		0
cpd01030	0	IMPLICIT_OK		0
cpd01031	0	IMPLICIT_OK		0
cpd01032	1	BORDERLINE	aromatic_N+	0
cpd01033	-1	NEED_EXPLICIT	carboxylate	1
cpd01034	0	IMPLICIT_OK		0
cpd01035	-1	NEED_EXPLICIT	carboxylate	1
cpd01036	1	BORDERLINE	ammonium	0
cpd01037	1	BORDERLINE	ammonium	0
cpd01038	-2	BORDERLINE	phenolate	2
cpd01040	0	IMPLICIT_OK		0
cpd01041	0	IMPLICIT_OK		0
cpd01042	0	IMPLICIT_OK		0
cpd01043	-1	BORDERLINE	phenolate	1
cpd01044	0	IMPLICIT_OK		0
cpd01045	0	IMPLICIT_OK		0
cpd01046	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd01047	-1	BORDERLINE	phenolate	1
cpd01048	-2	IMPLICIT_OK		2
cpd01049	1	BORDERLINE	ammonium	0
cpd01051	0	IMPLICIT_OK		0
cpd01052	0	IMPLICIT_OK		0
cpd01053	-1	IMPLICIT_OK		3
cpd01054	-1	IMPLICIT_OK		2
cpd01055	0	IMPLICIT_OK		0
cpd01056	0	IMPLICIT_OK		0
cpd01057	0	IMPLICIT_OK		0
cpd01059	-1	NEED_EXPLICIT	carboxylate	1
cpd01060	0	IMPLICIT_OK		0
cpd01061	0	IMPLICIT_OK		0
cpd01062	0	IMPLICIT_OK		0
cpd01063	0	IMPLICIT_OK		0
cpd01064	0	IMPLICIT_OK		0
cpd01065	3	NEED_EXPLICIT	carboxylate;guanidinium;ammonium	1
cpd01066	0	IMPLICIT_OK		0
cpd01067	0	IMPLICIT_OK		0
cpd01068	0	IMPLICIT_OK		0
cpd01069	-1	NEED_EXPLICIT	carboxylate	1
cpd01070	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd01071	-1	BORDERLINE	phenolate	1
cpd01072	1	BORDERLINE	ammonium	0
cpd01073	-1	NEED_EXPLICIT	carboxylate	1
cpd01074	0	IMPLICIT_OK		0
cpd01075	0	IMPLICIT_OK		0
cpd01076	0	IMPLICIT_OK		0
cpd01077	0	IMPLICIT_OK		0
cpd01078	-1	IMPLICIT_OK		0
cpd01079	-1	IMPLICIT_OK		0
cpd01080	-1	NEED_EXPLICIT	carboxylate	1
cpd01081	-1	NEED_EXPLICIT	carboxylate	1
cpd01082	0	IMPLICIT_OK		0
cpd01084	0	IMPLICIT_OK		0
cpd01085	3	BORDERLINE	guanidinium;ammonium	0
cpd01086	-1	BORDERLINE	phenolate	1
cpd01087	0	IMPLICIT_OK		0
cpd01088	0	IMPLICIT_OK		0
cpd01089	-1	NEED_EXPLICIT	carboxylate	1
cpd01090	0	IMPLICIT_OK		0
cpd01091	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd01092	0	IMPLICIT_OK		0
cpd01093	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd01094	1	BORDERLINE	aromatic_N+	0
cpd01095	0	IMPLICIT_OK		0
cpd01096	5	BORDERLINE	ammonium	0
cpd01097	0	IMPLICIT_OK		0
cpd01098	-1	NEED_EXPLICIT	carboxylate	1
cpd01099	0	IMPLICIT_OK		0
cpd01100	-1	BORDERLINE	phenolate	1
cpd01101	-1	NEED_EXPLICIT	carboxylate	1
cpd01102	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd01103	0	IMPLICIT_OK		0
cpd01104	0	NEED_EXPLICIT	carboxylate;guanidinium	1
cpd01105	0	IMPLICIT_OK		0
cpd01106	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd01107	-1	NEED_EXPLICIT	carboxylate	1
cpd01108	-1	NEED_EXPLICIT	carboxylate	1
cpd01109	1	BORDERLINE	ammonium	0
cpd01110	0	IMPLICIT_OK		0
cpd01111	-2	NEED_EXPLICIT	phosphate	2
cpd01112	0	IMPLICIT_OK		0
cpd01113	-1	NEED_EXPLICIT	carboxylate	1
cpd01114	-1	NEED_EXPLICIT	carboxylate	1
cpd01115	-1	NEED_EXPLICIT	carboxylate	1
cpd01116	0	IMPLICIT_OK		0
cpd01117	0	IMPLICIT_OK		0
cpd01118	1	BORDERLINE	guanidinium	0
cpd01119	-1	NEED_EXPLICIT	enolate	1
cpd01120	-2	NEED_EXPLICIT	carboxylate	2
cpd01121	0	IMPLICIT_OK		0
