modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn38131,GLYOXI-RXN.e,4.4.1.5,lactoylglutathione lyase,(1) (R)-S-Lactoylglutathione[0] <=> (1) GSH[0] + (1) H+[0] + (1) 2-Oxopropanal[0],(1) cpd02182[0] <=> (1) cpd00042[0] + (1) cpd00067[0] + (1) cpd00428[0],kegg:C03451 = kegg:C00051 + kegg:C00546,1,stereo_exact,-19.821,23.48,-43.302,43.302,-4.737,5.612,-10.349,10.349,5.12,0.0,5.12,True,3.096,23.472,23.472,23.48,23.48,7.0,7.0,303.15,303.15,reversed,1 C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-],1 [NH3+][C@@H](CCC(=O)N[C@@H](C[S-])C(=O)NCC(=O)[O-])C(=O)[O-]; 1 [H+]; 1 CC(=O)C=O,C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-]>>[NH3+][C@@H](CCC(=O)N[C@@H](C[S-])C(=O)NCC(=O)[O-])C(=O)[O-].[H+].CC(=O)C=O,True
rxn38132,GLYOXI-RXN.n,4.4.1.5,lactoylglutathione lyase,(1) (R)-S-Lactoylglutathione[0] <=> (1) GSH[0] + (1) H+[0] + (1) 2-Oxopropanal[0],(1) cpd02182[0] <=> (1) cpd00042[0] + (1) cpd00067[0] + (1) cpd00428[0],kegg:C03451 = kegg:C00051 + kegg:C00546,1,stereo_exact,-19.821,23.48,-43.302,43.302,-4.737,5.612,-10.349,10.349,5.12,0.0,5.12,True,3.096,23.472,23.472,23.48,23.48,7.0,7.0,303.15,303.15,reversed,1 C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-],1 [NH3+][C@@H](CCC(=O)N[C@@H](C[S-])C(=O)NCC(=O)[O-])C(=O)[O-]; 1 [H+]; 1 CC(=O)C=O,C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-]>>[NH3+][C@@H](CCC(=O)N[C@@H](C[S-])C(=O)NCC(=O)[O-])C(=O)[O-].[H+].CC(=O)C=O,True
rxn00579,UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase,2.4.1.13,sucrose synthase,(1) UDP-glucose[0] + (1) D-Fructose[0] <=> (1) UDP[0] + (1) Sucrose[0],(1) cpd00026[0] + (1) cpd00082[0] <=> (1) cpd00014[0] + (1) cpd00076[0],kegg:C00029 + kegg:C00095 = kegg:C00015 + kegg:C00089,7,stereo_exact,-46.948,-4.15,-42.797,42.797,-11.221,-0.992,-10.229,10.229,3.712,4.409,5.763,True,-7.113,-2.469,-4.979,-13.917,-0.65,7.0,9.4,298.15,310.15,reversed,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,True
rxn31084,SUCROSE-SYNTHASE-RXN,2.4.1.13,sucrose synthase,(1) UDP-glucose[0] + (1) D-Fructose[0] <=> (1) UDP[0] + (1) Sucrose[0],(1) cpd00026[0] + (1) cpd00082[0] <=> (1) cpd00014[0] + (1) cpd00076[0],kegg:C00029 + kegg:C00095 = kegg:C00015 + kegg:C00089,7,stereo_exact,-46.948,-4.15,-42.797,42.797,-11.221,-0.992,-10.229,10.229,3.712,4.409,5.763,True,-7.113,-2.469,-7.95,-13.917,-0.65,7.0,9.4,298.15,310.15,reversed,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,True
rxn33446,Sucrose synthase,2.4.1.13,sucrose synthase,(1) UDP-glucose[0] + (1) D-Fructose[0] <=> (1) UDP[0] + (1) Sucrose[0],(1) cpd00026[0] + (1) cpd00082[0] <=> (1) cpd00014[0] + (1) cpd00076[0],kegg:C00029 + kegg:C00095 = kegg:C00015 + kegg:C00089,7,stereo_exact,-46.948,-4.15,-42.797,42.797,-11.221,-0.992,-10.229,10.229,3.712,4.409,5.763,True,-7.113,-2.469,-4.979,-13.917,-0.65,7.0,9.4,298.15,310.15,reversed,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,True
rxn01675,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,42.865,0.993,41.872,41.872,10.245,0.237,10.008,10.008,3.665,0.0,3.665,True,4.477,-0.167,-5.021,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33709,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,42.865,0.993,41.872,41.872,10.245,0.237,10.008,10.008,3.665,0.0,3.665,True,4.477,-0.167,-5.021,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33710,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,42.865,0.993,41.872,41.872,10.245,0.237,10.008,10.008,3.665,0.0,3.665,True,4.477,-0.167,-5.021,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33714,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,42.865,0.993,41.872,41.872,10.245,0.237,10.008,10.008,3.665,0.0,3.665,True,4.477,-0.167,-5.021,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33715,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,42.865,0.993,41.872,41.872,10.245,0.237,10.008,10.008,3.665,0.0,3.665,True,4.477,-0.167,-5.021,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn01005,UTP:1-phospho-alpha-D-glucuronate uridylyltransferase,2.7.7.44,glucuronate-1-phosphate uridylyltransferase,(1) UTP[0] + (1) 1-Phospho-alpha-D-glucuronate[0] <=> (1) PPi[0] + (1) UDPglucuronate[0],(1) cpd00062[0] + (1) cpd00880[0] <=> (1) cpd00012[0] + (1) cpd00144[0],kegg:C05385 + kegg:C00075 = kegg:C00167 + kegg:C00013,1,stereo_exact,42.671,2.719,39.952,39.952,10.199,0.65,9.549,9.549,3.665,0.0,3.665,True,4.477,-7.991,-3.096,2.719,2.719,8.2,8.2,303.15,303.15,same,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 O=C([O-])[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H]1O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,True
rxn00213,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,(1) UTP[0] + (1) Glucose-1-phosphate[0] <=> (1) PPi[0] + (1) UDP-glucose[0],(1) cpd00062[0] + (1) cpd00089[0] <=> (1) cpd00012[0] + (1) cpd00026[0],kegg:C00075 + kegg:C00103 = kegg:C00013 + kegg:C00029,28,stereo_exact,42.819,2.938,39.881,39.881,10.234,0.702,9.532,9.532,3.665,1.564,3.984,True,4.477,-0.126,0.126,-1.046,5.365,7.0,8.5,298.15,311.15,reversed,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn38117,GLUC1PURIDYLTRANS-RXN.n.maizeexp.CPD-12575,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,(1) UTP[0] + (1) Glucose-1-phosphate[0] <=> (1) PPi[0] + (1) UDP-glucose[0],(1) cpd00062[0] + (1) cpd00089[0] <=> (1) cpd00012[0] + (1) cpd00026[0],kegg:C00075 + kegg:C00103 = kegg:C00013 + kegg:C00029,28,stereo_exact,42.819,2.938,39.881,39.881,10.234,0.702,9.532,9.532,3.665,1.564,3.984,True,4.477,-0.126,0.126,-1.046,5.365,7.0,8.5,298.15,311.15,reversed,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn01513,ATP:dTMP phosphotransferase,2.7.4.13,(deoxy)nucleoside-phosphate kinase,(1) ATP[0] + (1) H+[0] + (1) dTMP[0] <=> (1) ADP[0] + (1) dTDP[0],(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd00298[0] <=> (1) cpd00008[0] + (1) cpd00297[0],kegg:C00002 + kegg:C00364 = kegg:C00008 + kegg:C00363,1,stereo_exact,-37.296,-0.868,-36.429,36.429,-8.914,-0.207,-8.707,8.707,3.765,0.0,3.765,True,39.874,-3.305,-2.761,-0.868,-0.868,7.4,7.4,310.15,310.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 [H+]; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[H+].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,True
rxn27841,DTMPKI-RXN.d,2.7.4.13,(deoxy)nucleoside-phosphate kinase,(1) ATP[0] + (1) H+[0] + (1) dTMP[0] <=> (1) ADP[0] + (1) dTDP[0],(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd00298[0] <=> (1) cpd00008[0] + (1) cpd00297[0],kegg:C00002 + kegg:C00364 = kegg:C00008 + kegg:C00363,1,stereo_exact,-37.296,-0.868,-36.429,36.429,-8.914,-0.207,-8.707,8.707,3.765,0.0,3.765,True,39.874,-3.305,-2.761,-0.868,-0.868,7.4,7.4,310.15,310.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 [H+]; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[H+].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,True
rxn33672,Thymidylate kinase,2.7.4.13,(deoxy)nucleoside-phosphate kinase,(1) ATP[0] + (1) H+[0] + (1) dTMP[0] <=> (1) ADP[0] + (1) dTDP[0],(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd00298[0] <=> (1) cpd00008[0] + (1) cpd00297[0],kegg:C00002 + kegg:C00364 = kegg:C00008 + kegg:C00363,1,stereo_exact,-37.296,-0.868,-36.429,36.429,-8.914,-0.207,-8.707,8.707,3.765,0.0,3.765,True,39.874,-3.305,-2.761,-0.868,-0.868,7.4,7.4,310.15,310.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 [H+]; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[H+].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,True
rxn01380,CTP:choline-phosphate cytidylyltransferase,2.7.7.15,choline-phosphate cytidylyltransferase,(1) CTP[0] + (1) Phosphocholine[0] <=> (1) PPi[0] + (1) CDPcholine[0],(1) cpd00052[0] + (1) cpd00457[0] <=> (1) cpd00012[0] + (1) cpd00256[0],kegg:C00063 + kegg:C00588 = kegg:C00013 + kegg:C00307,1,stereo_exact,-30.926,4.15,-35.076,35.076,-7.391,0.992,-8.383,8.383,3.765,0.0,3.765,True,4.477,-1.255,3.305,4.15,4.15,7.5,7.5,310.15,310.15,same,1 Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1; 1 C[N+](C)(C)CCOP(=O)([O-])[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1.C[N+](C)(C)CCOP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,True
